Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize,count
1119-2013-14-All Students-Entry-External,1119,2013-14,All Students,Entry,0.460413516,0.246181488,April,External,1983,913
1119-2013-14-All Students-Withdrawal-External,1119,2013-14,All Students,Withdrawal,0.288956136,0.374064088,April,External,1983,573
1119-2013-14-All Students-Net Cumulative-External,1119,2013-14,All Students,Net Cumulative,0.171457395,-0.1278826,April,External,1983,340
1119-2013-14-All Students-Entry-External,1119,2013-14,All Students,Entry,0.102370143,0.083557948,December,External,1983,203
1119-2013-14-All Students-Withdrawal-External,1119,2013-14,All Students,Withdrawal,0.087745838,0.163372263,December,External,1983,174
1119-2013-14-All Students-Net Cumulative-External,1119,2013-14,All Students,Net Cumulative,0.014624307,-0.079814315,December,External,1983,29
1119-2013-14-All Students-Entry-External,1119,2013-14,All Students,Entry,0.376197666,0.205300987,February,External,1983,746
1119-2013-14-All Students-Withdrawal-External,1119,2013-14,All Students,Withdrawal,0.153303072,0.259209335,February,External,1983,304
1119-2013-14-All Students-Net Cumulative-External,1119,2013-14,All Students,Net Cumulative,0.222894609,-0.053908356,February,External,1983,442
1119-2013-14-All Students-Entry-External,1119,2013-14,All Students,Entry,0.214826018,0.13387242,January,External,1983,426
1119-2013-14-All Students-Withdrawal-External,1119,2013-14,All Students,Withdrawal,0.096318707,0.21159029,January,External,1983,191
1119-2013-14-All Students-Net Cumulative-External,1119,2013-14,All Students,Net Cumulative,0.118507311,-0.077717878,January,External,1983,235
1119-2013-14-All Students-Entry-External,1119,2013-14,All Students,Entry,0.445789218,0.237196758,March,External,1983,884
1119-2013-14-All Students-Withdrawal-External,1119,2013-14,All Students,Withdrawal,0.236006051,0.323899359,March,External,1983,468
1119-2013-14-All Students-Net Cumulative-External,1119,2013-14,All Students,Net Cumulative,0.209783152,-0.086702608,March,External,1983,416
1119-2013-14-All Students-Entry-External,1119,2013-14,All Students,Entry,0.463439226,0.259059608,May,External,1983,919
1119-2013-14-All Students-Withdrawal-External,1119,2013-14,All Students,Withdrawal,0.325769037,0.408954769,May,External,1983,646
1119-2013-14-All Students-Net Cumulative-External,1119,2013-14,All Students,Net Cumulative,0.137670204,-0.149895176,May,External,1983,273
1119-2013-14-All Students-Entry-External,1119,2013-14,All Students,Entry,0.062027231,0.067535192,November,External,1983,123
1119-2013-14-All Students-Withdrawal-External,1119,2013-14,All Students,Withdrawal,0.053958647,0.121293798,November,External,1983,107
1119-2013-14-All Students-Net Cumulative-External,1119,2013-14,All Students,Net Cumulative,0.008068583,-0.05375861,November,External,1983,16
1119-2013-14-All Students-Entry-External,1119,2013-14,All Students,Entry,0.057992939,0.057352502,October,External,1983,115
1119-2013-14-All Students-Withdrawal-External,1119,2013-14,All Students,Withdrawal,0.027231468,0.071129084,October,External,1983,54
1119-2013-14-All Students-Net Cumulative-External,1119,2013-14,All Students,Net Cumulative,0.030761473,-0.01377658,October,External,1983,61
1120-2013-14-All Students-Entry-External,1120,2013-14,All Students,Entry,0.018181818,0.091431394,April,External,330,6
1120-2013-14-All Students-Withdrawal-External,1120,2013-14,All Students,Withdrawal,0.13333334,0.083091371,April,External,330,44
1120-2013-14-All Students-Net Cumulative-External,1120,2013-14,All Students,Net Cumulative,-0.115151517,0.008340026,April,External,330,-38
1120-2013-14-All Students-Entry-External,1120,2013-14,All Students,Entry,0.018181818,0.041453019,December,External,330,6
1120-2013-14-All Students-Withdrawal-External,1120,2013-14,All Students,Withdrawal,0.07272727,0.027120529,December,External,330,24
1120-2013-14-All Students-Net Cumulative-External,1120,2013-14,All Students,Net Cumulative,-0.054545455,0.014332489,December,External,330,-18
1120-2013-14-All Students-Entry-External,1120,2013-14,All Students,Entry,0.018181818,0.071724221,February,External,330,6
1120-2013-14-All Students-Withdrawal-External,1120,2013-14,All Students,Withdrawal,0.103030302,0.05782418,February,External,330,34
1120-2013-14-All Students-Net Cumulative-External,1120,2013-14,All Students,Net Cumulative,-0.084848486,0.013900043,February,External,330,-28
1120-2013-14-All Students-Entry-External,1120,2013-14,All Students,Entry,0.018181818,0.056835733,January,External,330,6
1120-2013-14-All Students-Withdrawal-External,1120,2013-14,All Students,Withdrawal,0.084848486,0.044541918,January,External,330,28
1120-2013-14-All Students-Net Cumulative-External,1120,2013-14,All Students,Net Cumulative,-0.06666667,0.012293816,January,External,330,-22
1120-2013-14-All Students-Entry-External,1120,2013-14,All Students,Entry,0.018181818,0.081608698,March,External,330,6
1120-2013-14-All Students-Withdrawal-External,1120,2013-14,All Students,Withdrawal,0.11212121,0.071353555,March,External,330,37
1120-2013-14-All Students-Net Cumulative-External,1120,2013-14,All Students,Net Cumulative,-0.093939394,0.010255143,March,External,330,-31
1120-2013-14-All Students-Entry-External,1120,2013-14,All Students,Entry,0.018181818,0.098906532,May,External,330,6
1120-2013-14-All Students-Withdrawal-External,1120,2013-14,All Students,Withdrawal,0.13333334,0.09427318,May,External,330,44
1120-2013-14-All Students-Net Cumulative-External,1120,2013-14,All Students,Net Cumulative,-0.115151517,0.004633348,May,External,330,-38
1120-2013-14-All Students-Entry-External,1120,2013-14,All Students,Entry,0.018181818,0.033977885,November,External,330,6
1120-2013-14-All Students-Withdrawal-External,1120,2013-14,All Students,Withdrawal,0.042424243,0.018348057,November,External,330,14
1120-2013-14-All Students-Net Cumulative-External,1120,2013-14,All Students,Net Cumulative,-0.024242423,0.015629826,November,External,330,-8
1120-2013-14-All Students-Entry-External,1120,2013-14,All Students,Entry,0.018181818,0.02341385,October,External,330,6
1120-2013-14-All Students-Withdrawal-External,1120,2013-14,All Students,Withdrawal,0.015151516,0.007722246,October,External,330,5
1120-2013-14-All Students-Net Cumulative-External,1120,2013-14,All Students,Net Cumulative,0.003030303,0.015691604,October,External,330,1
1121-2013-14-All Students-Entry-External,1121,2013-14,All Students,Entry,0,0.046611641,April,External,409,0
1121-2013-14-All Students-Withdrawal-External,1121,2013-14,All Students,Withdrawal,0.029339854,0.050825369,April,External,409,12
1121-2013-14-All Students-Net Cumulative-External,1121,2013-14,All Students,Net Cumulative,-0.029339854,-0.004213727,April,External,409,-12
1121-2013-14-All Students-Entry-External,1121,2013-14,All Students,Entry,0,0.022589052,December,External,409,0
1121-2013-14-All Students-Withdrawal-External,1121,2013-14,All Students,Withdrawal,0.014669927,0.024239792,December,External,409,6
1121-2013-14-All Students-Net Cumulative-External,1121,2013-14,All Students,Net Cumulative,-0.014669927,-0.001650739,December,External,409,-6
1121-2013-14-All Students-Entry-External,1121,2013-14,All Students,Entry,0,0.037098177,February,External,409,0
1121-2013-14-All Students-Withdrawal-External,1121,2013-14,All Students,Withdrawal,0.022004889,0.039530843,February,External,409,9
1121-2013-14-All Students-Net Cumulative-External,1121,2013-14,All Students,Net Cumulative,-0.022004889,-0.002432667,February,External,409,-9
1121-2013-14-All Students-Entry-External,1121,2013-14,All Students,Entry,0,0.031798437,January,External,409,0
1121-2013-14-All Students-Withdrawal-External,1121,2013-14,All Students,Withdrawal,0.019559903,0.032841008,January,External,409,8
1121-2013-14-All Students-Net Cumulative-External,1121,2013-14,All Students,Net Cumulative,-0.019559903,-0.001042572,January,External,409,-8
1121-2013-14-All Students-Entry-External,1121,2013-14,All Students,Entry,0,0.042658556,March,External,409,0
1121-2013-14-All Students-Withdrawal-External,1121,2013-14,All Students,Withdrawal,0.024449877,0.045395307,March,External,409,10
1121-2013-14-All Students-Net Cumulative-External,1121,2013-14,All Students,Net Cumulative,-0.024449877,-0.002736751,March,External,409,-10
1121-2013-14-All Students-Entry-External,1121,2013-14,All Students,Entry,0.002444988,0.049782798,May,External,409,1
1121-2013-14-All Students-Withdrawal-External,1121,2013-14,All Students,Withdrawal,0.029339854,0.053996526,May,External,409,12
1121-2013-14-All Students-Net Cumulative-External,1121,2013-14,All Students,Net Cumulative,-0.026894866,-0.004213727,May,External,409,-11
1121-2013-14-All Students-Entry-External,1121,2013-14,All Students,Entry,0,0.01785404,November,External,409,0
1121-2013-14-All Students-Withdrawal-External,1121,2013-14,All Students,Withdrawal,0.009779952,0.017376194,November,External,409,4
1121-2013-14-All Students-Net Cumulative-External,1121,2013-14,All Students,Net Cumulative,-0.009779952,0.000477845,November,External,409,-4
1121-2013-14-All Students-Entry-External,1121,2013-14,All Students,Entry,0,0.011033883,October,External,409,0
1121-2013-14-All Students-Withdrawal-External,1121,2013-14,All Students,Withdrawal,0.007334963,0.010165074,October,External,409,3
1121-2013-14-All Students-Net Cumulative-External,1121,2013-14,All Students,Net Cumulative,-0.007334963,0.00086881,October,External,409,-3
1122-2013-14-All Students-Entry-External,1122,2013-14,All Students,Entry,0.003267974,0.050425913,April,External,306,1
1122-2013-14-All Students-Withdrawal-External,1122,2013-14,All Students,Withdrawal,0.029411765,0.057787359,April,External,306,9
1122-2013-14-All Students-Net Cumulative-External,1122,2013-14,All Students,Net Cumulative,-0.026143791,-0.007361447,April,External,306,-8
1122-2013-14-All Students-Entry-External,1122,2013-14,All Students,Entry,0.003267974,0.025870228,December,External,306,1
1122-2013-14-All Students-Withdrawal-External,1122,2013-14,All Students,Withdrawal,0.019607844,0.029708697,December,External,306,6
1122-2013-14-All Students-Net Cumulative-External,1122,2013-14,All Students,Net Cumulative,-0.01633987,-0.003838469,December,External,306,-5
1122-2013-14-All Students-Entry-External,1122,2013-14,All Students,Entry,0.003267974,0.038016617,February,External,306,1
1122-2013-14-All Students-Withdrawal-External,1122,2013-14,All Students,Withdrawal,0.026143791,0.045062572,February,External,306,8
1122-2013-14-All Students-Net Cumulative-External,1122,2013-14,All Students,Net Cumulative,-0.022875817,-0.007045956,February,External,306,-7
1122-2013-14-All Students-Entry-External,1122,2013-14,All Students,Entry,0.003267974,0.033021349,January,External,306,1
1122-2013-14-All Students-Withdrawal-External,1122,2013-14,All Students,Withdrawal,0.022875817,0.038121779,January,External,306,7
1122-2013-14-All Students-Net Cumulative-External,1122,2013-14,All Students,Net Cumulative,-0.019607844,-0.005100431,January,External,306,-6
1122-2013-14-All Students-Entry-External,1122,2013-14,All Students,Entry,0.003267974,0.042065412,March,External,306,1
1122-2013-14-All Students-Withdrawal-External,1122,2013-14,All Students,Withdrawal,0.029411765,0.052424021,March,External,306,9
1122-2013-14-All Students-Net Cumulative-External,1122,2013-14,All Students,Net Cumulative,-0.026143791,-0.010358607,March,External,306,-8
1122-2013-14-All Students-Entry-External,1122,2013-14,All Students,Entry,0.003267974,0.05694605,May,External,306,1
1122-2013-14-All Students-Withdrawal-External,1122,2013-14,All Students,Withdrawal,0.029411765,0.062256809,May,External,306,9
1122-2013-14-All Students-Net Cumulative-External,1122,2013-14,All Students,Net Cumulative,-0.026143791,-0.005310758,May,External,306,-8
1122-2013-14-All Students-Entry-External,1122,2013-14,All Students,Entry,0.003267974,0.022820486,November,External,306,1
1122-2013-14-All Students-Withdrawal-External,1122,2013-14,All Students,Withdrawal,0.01633987,0.02261016,November,External,306,5
1122-2013-14-All Students-Net Cumulative-External,1122,2013-14,All Students,Net Cumulative,-0.013071896,0.000210327,November,External,306,-4
1122-2013-14-All Students-Entry-External,1122,2013-14,All Students,Entry,0.003267974,0.017036492,October,External,306,1
1122-2013-14-All Students-Withdrawal-External,1122,2013-14,All Students,Withdrawal,0.009803922,0.014828058,October,External,306,3
1122-2013-14-All Students-Net Cumulative-External,1122,2013-14,All Students,Net Cumulative,-0.006535948,0.002208434,October,External,306,-2
1123-2013-14-All Students-Entry-External,1123,2013-14,All Students,Entry,0,0.091431394,April,External,424,0
1123-2013-14-All Students-Withdrawal-External,1123,2013-14,All Students,Withdrawal,0.080188677,0.083091371,April,External,424,34
1123-2013-14-All Students-Net Cumulative-External,1123,2013-14,All Students,Net Cumulative,-0.080188677,0.008340026,April,External,424,-34
1123-2013-14-All Students-Entry-External,1123,2013-14,All Students,Entry,0,0.041453019,December,External,424,0
1123-2013-14-All Students-Withdrawal-External,1123,2013-14,All Students,Withdrawal,0.051886793,0.027120529,December,External,424,22
1123-2013-14-All Students-Net Cumulative-External,1123,2013-14,All Students,Net Cumulative,-0.051886793,0.014332489,December,External,424,-22
1123-2013-14-All Students-Entry-External,1123,2013-14,All Students,Entry,0,0.071724221,February,External,424,0
1123-2013-14-All Students-Withdrawal-External,1123,2013-14,All Students,Withdrawal,0.077830188,0.05782418,February,External,424,33
1123-2013-14-All Students-Net Cumulative-External,1123,2013-14,All Students,Net Cumulative,-0.077830188,0.013900043,February,External,424,-33
1123-2013-14-All Students-Entry-External,1123,2013-14,All Students,Entry,0,0.056835733,January,External,424,0
1123-2013-14-All Students-Withdrawal-External,1123,2013-14,All Students,Withdrawal,0.070754714,0.044541918,January,External,424,30
1123-2013-14-All Students-Net Cumulative-External,1123,2013-14,All Students,Net Cumulative,-0.070754714,0.012293816,January,External,424,-30
1123-2013-14-All Students-Entry-External,1123,2013-14,All Students,Entry,0,0.081608698,March,External,424,0
1123-2013-14-All Students-Withdrawal-External,1123,2013-14,All Students,Withdrawal,0.077830188,0.071353555,March,External,424,33
1123-2013-14-All Students-Net Cumulative-External,1123,2013-14,All Students,Net Cumulative,-0.077830188,0.010255143,March,External,424,-33
1123-2013-14-All Students-Entry-External,1123,2013-14,All Students,Entry,0,0.098906532,May,External,424,0
1123-2013-14-All Students-Withdrawal-External,1123,2013-14,All Students,Withdrawal,0.084905662,0.09427318,May,External,424,36
1123-2013-14-All Students-Net Cumulative-External,1123,2013-14,All Students,Net Cumulative,-0.084905662,0.004633348,May,External,424,-36
